review,sentiment
"This could have been a very good film, a very interesting look at ancient tradition and oral history, but it should have been a short subject. As it is , it moves at a snail's pace; sure that's part of the life being portrayed, but this was unbearable. I fell asleep watching them make soup and that was a highlight.",negative
Very well done and spooky horror movie from poverty-row film company PRC who usually put out really cheesy films like DEVIL BAT or THE FLYING SERPENT. German expatriate director Wisbar does wonders with a small budget and his studio-bound swamp set. Gaunt and ghoulish Charles Middleton is effective as the Strangler.,positive
"Ok I will sum up this movie... A bunch of skanky British women have some disease that basically is turning them into zombies. The whole movie consists of these women talking, smoking, and rarely going out for ""meat"" Or humans to eat. I swear I had to MAKE myself watch this movie... UGH",negative
One of the flat-out drollest movies of all-time. Sim and Rutherford are at their best matching wits over the predicament of an all-boys and all-girls school sharing the same quarters. Slapstick has never been this sophisticated.,positive
"Several stowaways get on a Russian ship bound for France. They were going to get off there and make new lives for themselves. After being discovered by the First Mate and his henchmen, they were held captive. Then things got very bad for them. Good show based on a true story.",positive
"A wonderful Christmas story on the moving theme of ""Susie Homemaker finds her Inner Amazon."" No, I'm serious! Geena Davis's amnesia starts to improve when she is knocked on the head. From this familiar beginning, we move in an unexpected direction. Good pace, good action, fun story, lots of explosions and mayhem.",positive
"This was one of those times when I had nothing to do with 27 premium movie channels available to me. The Theory of Flight grabbed me and held my interest. I found it both touching and amusing, a nice combination of feelings. I recommend it!",positive
Complete entertainment! Although there are many strange things in the movie that the fairy tale itself doesn't have them including the autumn characters (mother and daughter) the general concept rocks.,positive
"All that talent.....but when ya have poor direction, and a WEAK screenplay, it doesnt matter WHO is in a movie. Very tired attempt at telling a tale..which was actually interesting in the beginning, but then QUICKLY fell apart toward the end....to bad.",negative
"Without doubt, this is the worst movie I've ever seen.<br /><br />Poor acting. Poor script. Poor direction and poor production.<br /><br />Why did they even bother? This entire movie was total nonsense. Suspension of disbelief can only carry so far, but this pushes the limits completely.<br /><br />For a movie with no humour content, the audience laughed disturbingly often...",negative
The one-liners fly so fast in this movie that you can watch it over and over and still catch new ones. By far one of the best of this genre.,positive
This film makes Clooney. All his films combined before this have all been based on the same character. This film he transcends his previous body of work and proves his capability as a top notch actor. The soundtrack defeats most one-handedly. The brothers have truly made a classic. One to own and watch repeatedly.,positive
"I'm not in favor of death penalties but in this movie, it couldn't happen fast enough. Just to end the movie. I don't understand why this movie is rated as high as it is. It fooled me into a bad night.",negative
"This film is a travesty, and isn't fit to keep company with the superior original. The plot is an absolute mess, and the film is way too long. Everytime they're struggling, they desperately inject a sentimental reminder from the first film.<br /><br />""Gregory's Girl"" is one of the top 10 British films of all time, this one is awful.",negative
"When you want to celebrate life and love, especially for precious little daughters, you have to shout it from the countryside. And what gorgeous countrysides! There are so many tears of joy even God joins in. See this movie.<br /><br />",positive
"I saw this video at a friends house, and it was the lamest thing i have seen ever. i lost a lot of the little respect i had for NIN. very boring, and the music is as equally interesting. dont waste your time unless you are a hardcore NIN ""fan""",negative
